"","city","city_ascii","lat","lng","pop","country"
"4281","Katsina","Katsina",12.99040733,7.599990599,432149,"Nigeria"
"4282","Gusau","Gusau",12.1704057,6.659996296,185925,"Nigeria"
"4283","Nguru","Nguru",12.8803882,10.44999752,82481,"Nigeria"
"4284","Gashua","Gashua",12.87049217,11.03998734,74825.5,"Nigeria"
"4285","Potiskum","Potiskum",11.7103821,11.0799849,82733.5,"Nigeria"
"4286","BirninKebbi","BirninKebbi",12.45041445,4.199939737,102340.5,"Nigeria"
"4287","Koko","Koko",11.42319033,4.516974649,25792,"Nigeria"
"4288","Mubi","Mubi",10.2703408,13.2700321,214710,"Nigeria"
"4289","Numan","Numan",9.460441914,12.04002966,45173,"Nigeria"
"4290","Ilorin","Ilorin",8.490010192,4.549995889,701742,"Nigeria"
"4291","Minna","Minna",9.619992898,6.550028848,249038,"Nigeria"
"4292","Zaria","Zaria",11.0799813,7.710009724,754836.5,"Nigeria"
"4293","Jos","Jos",9.929973978,8.890041055,737068.5,"Nigeria"
"4294","Yola","Yola",9.209992085,12.48000281,92253,"Nigeria"
"4295","BeninCity","BeninCity",6.340477314,5.620008096,929013,"Nigeria"
"4296","Maiduguri","Maiduguri",11.84996014,13.16001298,704230,"Nigeria"
"4297","PortHarcourt","PortHarcourt",4.810002257,7.010000772,1020000,"Nigeria"
"4298","Makurdi","Makurdi",7.729979064,8.530011351,245367.5,"Nigeria"
"4299","Ibadan","Ibadan",7.380026264,3.929982054,2221285,"Nigeria"
"4300","Ogbomosho","Ogbomosho",8.130006326,4.239988972,595063.5,"Nigeria"
"4301","Warri","Warri",5.519958922,5.759999551,683064.5,"Nigeria"
"4302","Kaduna","Kaduna",10.52001548,7.440000365,1191296.5,"Nigeria"
"4303","Enugu","Enugu",6.450031351,7.499996703,688862,"Nigeria"
"4304","Sokoto","Sokoto",13.06001548,5.240031289,648019.5,"Nigeria"
"4305","Abuja","Abuja",9.083333149,7.533328002,869067.5,"Nigeria"
"4306","Kano","Kano",11.99997683,8.5200378,3140000,"Nigeria"
"4307","Lagos","Lagos",6.443261653,3.391531071,4733768,"Nigeria"
"4308","Sariwon","Sariwon",38.50700411,125.7620047,154942,"North Korea"
"4309","SinNi","SinNi",39.48800415,125.4639966,19463,"North Korea"
"4310","Changyon","Changyon",38.25173362,125.1020691,44176,"North Korea"
"4311","Anbyon","Anbyon",39.02817202,127.5185624,34993.5,"North Korea"
"4312","Munchon","Munchon",39.38130292,127.2517053,73619,"North Korea"
"4313","Kaesong","Kaesong",37.96399925,126.5644087,305333.5,"North Korea"
"4314","Chosan","Chosan",40.82547833,125.8008378,7786,"North Korea"
"4315","Manpo","Manpo",41.14543296,126.2958463,186827,"North Korea"
"4316","Sunchon","Sunchon",39.42360008,125.9389689,400629,"North Korea"
"4317","Kimhyonggwon","Kimhyonggwon",40.81752016,128.1553194,3839,"North Korea"
"4318","Pyongsan","Pyongsan",38.33668968,126.3866418,66260,"North Korea"
"4319","Ongjin","Ongjin",37.93710166,125.3570922,66721,"North Korea"
"4320","Haeju","Haeju",38.039421,125.7143831,223313.5,"North Korea"
"4321","Kilchu","Kilchu",40.96043133,129.3204162,82408.5,"North Korea"
"4322","Musan","Musan",42.23043133,129.2303959,50942.5,"North Korea"
"4323","Sonbong","Sonbong",42.33768577,130.4027274,44097.5,"North Korea"
"4324","Kanggye","Kanggye",40.97322125,126.6032177,254522,"North Korea"
"4325","Hungnam","Hungnam",39.82313641,127.6231555,548702,"North Korea"
"4326","Taedong","Taedong",40.61709312,125.4501098,1884,"North Korea"
"4327","Chongju","Chongju",39.68128461,125.2163256,85417,"North Korea"
"4328","Hyeson","Hyeson",41.39273053,128.1927331,227461,"North Korea"
"4329","Nampo","Nampo",38.76692078,125.4524338,791000,"North Korea"
"4330","Chongjin","Chongjin",41.78461875,129.79,499807,"North Korea"
"4331","Kimchaek","Kimchaek",40.67230939,129.202749,187270,"North Korea"
"4332","Hamhung","Hamhung",39.91005617,127.5454341,595670.5,"North Korea"
"4333","Wonsan","Wonsan",39.16048952,127.4308158,322425,"North Korea"
"4334","Sinuiju","Sinuiju",40.08585939,124.4212837,167234,"North Korea"
"4335","Pyongyang","Pyongyang",39.0194387,125.7546907,2899398.5,"North Korea"
"4336","Kyrenia","Kyrenia",35.3259991,33.33300361,26701,"Northern Cyprus"
"4337","Ammochostos","Ammochostos",35.12502525,33.95001013,33016.5,"Northern Cyprus"
"4338","CapitolHill","CapitolHill",15.21125368,145.7505761,1764,"Northern Mariana Islands"
"4339","Arendal","Arendal",58.46475606,8.766000553,30916,"Norway"
"4340","Vossavangen","Vossavangen",60.63000316,6.441003463,5571,"Norway"
"4341","Leikanger","Hermansverk",61.18329612,6.849999471,1965,"Norway"
"4342","Brum","Baerum",59.91348606,11.34723651,113659,"Norway"
"4343","Hamar","Hamar",60.82000207,11.06900156,29479,"Norway"
"4344","Tnsberg","Tonsberg",59.26400109,10.42100147,38914,"Norway"
"4345","Finnsnes","Finnsnes",69.24061729,18.00860592,3611,"Norway"
"4346","Gjvik","Gjovik",60.80002138,10.7000081,20157.5,"Norway"
"4347","Rrvik","Rorvik",64.86801597,11.20530025,2615,"Norway"
"4348","Harstad","Harstad",68.7879059,16.51557043,19203,"Norway"
"4349","lesund","Alesund",62.54541872,6.388023233,45377,"Norway"
"4350","Sandnes","Sandnes",58.84541201,5.690029662,46911,"Norway"
"4351","Drammen","Drammen",59.75724265,10.19073686,85437.5,"Norway"
"4352","Moss","Moss",59.43697797,10.66915727,35696.5,"Norway"
"4353","Steinkjer","Steinkjer",64.01706016,11.50001094,11193.5,"Norway"
"4354","Svolvr","Svolvaer",68.23328859,14.56669714,4197,"Norway"
"4355","MoiRana","MoiRana",66.31660972,14.16666988,19131,"Norway"
"4356","Narvik","Narvik",68.38315025,17.28999345,19236.5,"Norway"
"4357","Bod","Bodo",67.24677227,14.39901132,31383.5,"Norway"
"4358","Haugesund","Haugesund",59.4119149,5.277496703,36219.5,"Norway"
"4359","Stavanger","Stavanger",58.97000389,5.680004434,136999,"Norway"
"4360","Skien","Skien",59.19998985,9.600023558,73330,"Norway"
"4361","Namsos","Namsos",64.48331077,11.50001094,9035,"Norway"
"4362","Alta","Alta",69.96664532,23.24167151,12077,"Norway"
"4363","Vads","Vadso",70.09659678,29.76574927,5139,"Norway"
"4364","Molde","Molde",62.74830039,7.183323526,16171.5,"Norway"
"4365","Lillehammer","Lillehammer",61.13328269,10.5000203,19319,"Norway"
"4366","Kirkenes","Kirkenes",69.72500633,30.05164343,2728,"Norway"
"4367","Kristiansand","Kristiansand",58.16664207,8.000017862,58292,"Norway"
"4368","Hammerfest","Hammerfest",70.66127993,23.68800085,9967,"Norway"
"4369","Troms","Tromso",69.63507623,18.99202525,48900.5,"Norway"
"4370","Trondheim","Trondheim",63.41665753,10.41666622,144336,"Norway"
"4371","Bergen","Bergen",60.39100242,5.324522256,200389.5,"Norway"
"4372","Oslo","Oslo",59.91669029,10.74997921,707500,"Norway"
"4373","AlayatSamail","AlayatSamail",23.3031887,57.97820756,32862.5,"Oman"
"4374","Dawwah","Dawwah",20.63301577,58.90802161,1485.5,"Oman"
"4375","Mirbat","Mirbat",16.99243695,54.69179317,1120,"Oman"
"4376","Ibri","Ibri",23.22538983,56.51695308,101640,"Oman"
"4377","Salalah","Salalah",17.02545819,54.08521521,183508.5,"Oman"
"4378","Suhar","Suhar",24.36197335,56.73441896,129811.5,"Oman"
"4379","AsSib","AsSib",23.68024579,58.18253617,237816,"Oman"
"4380","Nizwa","Nizwa",22.92638999,57.53141313,70429.5,"Oman"
"4381","Sur","Sur",22.57581708,59.53480505,68738,"Oman"
"4382","Muscat","Muscat",23.61332481,58.59331213,660779,"Oman"
"4383","Parachinar","Parachinar",33.89918276,70.10082678,55685,"Pakistan"
"4384","Sialkote","Sialkote",32.5200163,74.5600378,477396,"Pakistan"
"4385","SheikhuPura","SheikhuPura",31.71998761,73.98999508,361303,"Pakistan"
"4386","Gujrat","Gujrat",32.5799868,74.08001542,301506,"Pakistan"
"4387","Sahiwal","Sahiwal",30.67173118,73.11180579,235695,"Pakistan"
"4388","Chiniot","Chiniot",31.71998761,72.97997921,201781,"Pakistan"
"4389","RahimYarKhan","RahimyarKhan",28.4202407,70.29518184,353203,"Pakistan"
"4390","Mansehra","Mansehra",34.3417914,73.19681352,66486,"Pakistan"
"4391","Kohat","Kohat",33.60268923,71.43268347,247227,"Pakistan"
"4392","Abbottabad","Abbottabad",34.1495034,73.19950069,1032323.5,"Pakistan"
"4393","Mardan","Mardan",34.20004295,72.0399849,300424,"Pakistan"
"4394","Gwadar","Gwadar",25.13896812,62.32858801,37632.5,"Pakistan"
"4395","Zhob","Zhob",31.34897666,69.4385933,69446.5,"Pakistan"
"4396","Gilgit","Gilgit",35.91709576,74.30000199,124196.5,"Pakistan"
"4397","Kasur","Kasur",31.12537274,74.45503129,290643,"Pakistan"
"4398","Kundian","Kundian",32.45219098,71.47180253,35406,"Pakistan"
"4399","Okara","Okara",30.81040489,73.45002803,223648,"Pakistan"
"4400","Jhang","Jhang",31.2803762,72.32498043,341210,"Pakistan"
"4401","Sargodha","Sargodha",32.08536582,72.6749849,542603,"Pakistan"
"4402","DeraGhaziKhan","DeraGhaziKhan",30.06039899,70.63505774,236093,"Pakistan"
"4403","Sadiqabad","Sadiqabad",28.3006356,70.13023067,189876,"Pakistan"
"4404","Nawabshah","Nawabshah",26.24543805,68.40000037,229504,"Pakistan"
"4405","Bannu","Bannu",32.98897992,70.59857418,586209.5,"Pakistan"
"4406","DeraIsmailKhan","DeraIsmailKhan",31.82899904,70.89855587,66676.5,"Pakistan"
"4407","Chaman","Chaman",30.92504905,66.44632117,88568,"Pakistan"
"4408","Turbat","Turbat",25.99178428,63.07179846,111742.5,"Pakistan"
"4409","Faisalabad","Faisalabad",31.40998069,73.10999711,2561797.5,"Pakistan"
"4410","Rawalpindi","Rawalpindi",33.59997622,73.04002722,1800550.5,"Pakistan"
"4411","Bahawalpur","Bahawalpur",29.38997479,71.67499426,552607,"Pakistan"
"4412","MirputKhas","MirputKhas",25.53178652,69.01179765,286046,"Pakistan"
"4413","Sukkur","Sukkur",27.71356549,68.8485518,417767,"Pakistan"
"4414","Saidu","Saidu",34.75003522,72.34999182,1860310,"Pakistan"
"4415","Gujranwala","Gujranwala",32.16042584,74.18502193,1448735.5,"Pakistan"
"4416","Quetta","Quetta",30.22000165,67.02499385,750837.5,"Pakistan"
"4417","Larkana","Larkana",27.56176597,68.20678218,364033,"Pakistan"
"4418","Islamabad","Islamabad",33.69999595,73.16663448,690800,"Pakistan"
"4419","Multan","Multan",30.19997703,71.45500769,1479615,"Pakistan"
"4420","Peshawar","Peshawar",34.00501609,71.53500281,1260886.5,"Pakistan"
"4421","Lahore","Lahore",31.55997154,74.35002478,6443944,"Pakistan"
"4422","Karachi","Karachi",24.86999229,66.99000891,11877109.5,"Pakistan"
"4423","Koror","Koror",7.345226355,134.4695009,11200,"Palau"
"4424","Melekeok","Melekeok",7.487396173,134.6265485,7026,"Palau"
"4425","Ramallah","Ramallah",31.90294475,35.20620938,24599,"Palestine"
"4426","AlKhalil","AlKhalil",31.54059287,35.09557328,220395.5,"Palestine"
"4427","Nablus","Nablus",32.22148155,35.25442663,173153.5,"Palestine"
"4428","Gaza","Gaza",31.52999921,34.44501868,477460.5,"Palestine"
"4429","ElPorvenir","ElPorvenir",9.541686355,-78.97196299,10,"Panama"
"4430","Penonome","Penonome",8.509983133,-80.35998926,20580,"Panama"
"4431","Chitre","Chitre",7.970016092,-80.42003727,44024,"Panama"
"4432","Jaque","Jaque",7.518958353,-78.16601465,955,"Panama"
"4433","BocasdelToro","BocasdelToro",9.335350084,-82.2474707,6484,"Panama"
"4434","Almirante","Almirante",9.30001243,-82.3999681,7442.5,"Panama"
"4435","LasTablas","LasTablas",7.760390644,-80.28001998,9964,"Panama"
"4436","LaPalma","LaPalma",8.398181172,-78.14022811,1845,"Panama"
"4437","Balboa","Balboa",8.949982116,-79.56665267,62882,"Panama"
"4438","PuertoArmuelles","PuertoArmuelles",8.280023009,-82.87001693,22971,"Panama"
"4439","David","David",8.433321146,-82.43332524,96448,"Panama"
"4440","PanamaCity","PanamaCity",8.96801719,-79.53303715,844584,"Panama"
"4441","Wabag","Wabag",-5.490000005,143.7180037,3958,"Papua New Guinea"
"4442","Vanimo","Vanimo",-2.690000936,141.3039966,11204,"Papua New Guinea"
"4443","Kundiawa","Kundiawa",-6.022997883,144.9600127,9383,"Papua New Guinea"
"4444","Kerema","Kerema",-7.927001897,145.8379987,5646,"Papua New Guinea"
"4445","Arawa","Arawa",-6.228000033,155.5659907,40266,"Papua New Guinea"
"4446","Lorengau","Lorengau",-2.032001997,147.2799966,5806,"Papua New Guinea"
"4447","Kimbe","Kimbe",-5.55000289,150.1430137,18847,"Papua New Guinea"
"4448","Daru","Daru",-9.109151958,143.2337226,15214,"Papua New Guinea"
"4449","Sohano","Sohano",-5.429742201,154.6711375,2338,"Papua New Guinea"
"4450","Kieta","Kieta",-6.216275616,155.6333321,5284.5,"Papua New Guinea"
"4451","Mendi","Mendi",-6.144393698,143.6452266,21685.5,"Papua New Guinea"
"4452","Abau","Abau",-10.04260537,148.5650297,230,"Papua New Guinea"
"4453","Alotau","Alotau",-10.30207273,150.4590743,11624,"Papua New Guinea"
"4454","Popondetta","Popondetta",-8.769194724,148.2484082,25192,"Papua New Guinea"
"4455","Hoskins","Hoskins",-5.474615459,150.4099816,871,"Papua New Guinea"
"4456","Wewak","Wewak",-3.553492412,143.6367,21686.5,"Papua New Guinea"
"4457","Madang","Madang",-5.224811586,145.785251,44721,"Papua New Guinea"
"4458","Kavieng","Kavieng",-2.581284323,150.8129765,17109,"Papua New Guinea"
"4459","Goroka","Goroka",-6.083312155,145.3854821,29101,"Papua New Guinea"
"4460","MtHagen","MtHagen",-5.86322223,144.2168196,46343.5,"Papua New Guinea"
"4461","Rabaul","Rabaul",-4.205490385,152.1434307,5894,"Papua New Guinea"
"4462","Lae","Lae",-6.732988262,146.9900354,103653.5,"Papua New Guinea"
"4463","PortMoresby","PortMoresby",-9.464707826,147.1925036,267434.5,"Papua New Guinea"
"4464","MariscalEstigarribia","MariscalJoseFEstigarribia",-22.03000205,-60.60999555,2250,"Paraguay"
"4465","Caacupe","Caacupe",-25.38700191,-57.14000047,21696,"Paraguay"
"4466","GeneralEugenioAlejandrinoGaray","GeneralEugenioAlejandrinoGaray",-20.51995034,-62.209986,972,"Paraguay"
"4467","ArroyosyEsteros","ArroyosyEsteros",-25.04995807,-57.08998845,2755,"Paraguay"
"4468","VillaHayes","VillaHayes",-25.09000731,-57.52998743,15643,"Paraguay"
"4469","FortinFalcon","FortinFalcon",-23.05028685,-59.84994918,-99,"Paraguay"
"4470","PuertoPinasco","PuertoPinasco",-22.64002765,-57.7899974,473.5,"Paraguay"
"4471","PozoColorado","PozoColorado",-23.43000527,-58.85998377,2135,"Paraguay"
"4472","Ypacarai","Ypacarai",-25.40998777,-57.27997685,23805.5,"Paraguay"
"4473","SanJuanBautista","SanJuanBautista",-26.67998777,-57.15001062,7882,"Paraguay"
"4474","Paraguari","Paraguari",-25.62000079,-57.16001001,14480,"Paraguay"
"4475","Nacunday","Nacunday",-26.02002806,-54.76994918,1185,"Paraguay"
"4476","CoronelOviedo","CoronelOviedo",-25.44998533,-56.4399506,69693.5,"Paraguay"
"4477","Caazapa","Caazapa",-26.20001707,-56.38000594,5504,"Paraguay"
"4478","YpeJhu","YpeJhu",-23.91002765,-55.45998458,598,"Paraguay"
"4479","Encarnacion","Encarnacion",-27.34718482,-55.87391878,251813.5,"Paraguay"
"4480","CoronelBogado","CoronelBogado",-27.17003538,-56.25003972,14297,"Paraguay"
"4481","FuerteOlimpo","FuerteOlimpo",-21.06958087,-57.89999068,2475,"Paraguay"
"4482","CapitanPabloLagerenza","CapitanPabloLagerenza",-19.91611123,-60.78327722,1200,"Paraguay"
"4483","LaVictoria","LaVictoria",-22.28960976,-57.93998824,5000,"Paraguay"
"4484","Horqueta","Horqueta",-23.33962319,-57.05001673,13351,"Paraguay"
"4485","Ita","Ita",-25.50961994,-57.36002364,29774.5,"Paraguay"
"4486","Pilar","Pilar",-26.86948525,-58.29999211,28435,"Paraguay"
"4487","PedroJuanCaballero","PedroJuanCaballero",-22.54458128,-55.75999211,66029,"Paraguay"
"4488","BellaVista","BellaVista",-22.12961953,-56.5199974,11252.5,"Paraguay"
"4489","Abai","Abai",-26.0295882,-55.94000696,2788.5,"Paraguay"
"4490","Ygatimi","Ygatimi",-24.0796297,-55.49998214,2809,"Paraguay"
"4491","Hohenau","Hohenau",-27.07954995,-55.74996688,5306,"Paraguay"
"4492","Villarrica","Villarrica",-25.7500187,-56.43331018,41157,"Paraguay"
"4493","Filadelfia","Filadelfia",-22.33999428,-60.02998987,9259,"Paraguay"
"4494","CiudaddelEste","CiudaddelEste",-25.51669961,-54.61605676,320872,"Paraguay"
"4495","Asuncion","Asuncion",-25.29640298,-57.64150517,940846.5,"Paraguay"
"4496","Ferrenafe","Ferrenafe",-6.629997133,-79.80002344,42270.5,"Peru"
"4497","Motupe","Motupe",-6.150026429,-79.71000309,9048,"Peru"
"4498","Mollendo","Mollendo",-17.02000893,-72.01998153,38993,"Peru"
"4499","Urubamba","Urubamba",-13.30421507,-72.11661646,5985,"Peru"
"4500","SantoTomas","SantoTomas",-14.46001015,-72.0800037,3695.5,"Peru"
"4501","Putina","Putina",-15.47002602,-69.42998458,8118,"Peru"
"4502","Casma","Casma",-9.440006491,-78.20999129,27421,"Peru"
"4503","Tournavista","Tournavista",-8.932182191,-74.70521814,511,"Peru"
"4504","Huamachuco","Huamachuco",-7.810028464,-78.04994938,26301.5,"Peru"
"4505","Otuzco","Otuzco",-7.899997133,-78.56999516,8754.5,"Peru"
"4506","Lamas","Lamas",-6.43000934,-76.52001693,13098,"Peru"
"4507","Nauta","Nauta",-4.570019512,-73.78002914,2308.5,"Peru"
"4508","Puquio","Puquio",-14.6999955,-74.12998194,9027.5,"Peru"
"4509","Chosica","Chosica",-11.93003538,-76.71000533,44572.5,"Peru"
"4510","Satipo","Satipo",-11.25999876,-74.69002527,15532,"Peru"
"4511","Tarma","Tarma",-11.41001544,-75.72998763,25906,"Peru"
"4512","LaOroya","LaOroya",-11.52003457,-75.94000065,33345,"Peru"
"4513","Huaura","Huaura",-11.06001097,-77.59997685,30561.5,"Peru"
"4514","Huacho","Huacho",-11.11003375,-77.61994979,67509.5,"Peru"
"4515","Pimentel","Pimentel",-6.82962319,-79.92998967,14422.5,"Peru"
"4516","Olmos","Olmos",-5.979597556,-79.74997481,7579.5,"Peru"
"4517","Sechura","Sechura",-5.55962319,-80.81998702,15811,"Peru"
"4518","Chulucanas","Chulucanas",-5.089574362,-80.17000086,60435,"Peru"
"4519","Sullana","Sullana",-4.889586569,-80.67999557,114496.5,"Peru"
"4520","Abancay","Abancay",-13.63959511,-72.89000594,53981,"Peru"
"4521","Camana","Camana",-16.61961994,-72.71999048,18695,"Peru"
"4522","Sicuani","Sicuani",-14.28958128,-71.22997807,20924.5,"Peru"
"4523","Puno","Puno",-15.83294961,-70.03330693,111350,"Peru"
"4524","Ayaviri","Ayaviri",-14.87957111,-70.59999068,12524.5,"Peru"
"4525","Ilave","Ilave",-16.07960122,-69.66999577,16033,"Peru"
"4526","Desaguadero","Desaguadero",-16.56458453,-69.04499516,5120,"Peru"
"4527","Huarmey","Huarmey",-10.06958047,-78.15999435,9184,"Peru"
"4528","Cajabamba","Cajabamba",-7.619600811,-78.04000167,12036.5,"Peru"
"4529","Jaen","Jaen",-5.709588197,-78.80998051,49171,"Peru"
"4530","Chota","Chota",-6.549588604,-78.65004195,13452,"Peru"
"4531","TingoMaria","TingoMaria",-9.289628073,-75.9899976,36138.5,"Peru"
"4532","Moyobamba","Moyobamba",-6.049619121,-76.96665633,46005,"Peru"
"4533","Juanjui","Juanjui",-7.169602438,-76.73997766,27352.5,"Peru"
"4534","Tocache","Tocache",-8.179618308,-76.52001693,15822.5,"Peru"
"4535","Chachapoyas","Chachapoyas",-6.229608135,-77.87001205,23128.5,"Peru"
"4536","Caballococha","Caballococha",-3.916260967,-70.50834253,3195,"Peru"
"4537","PucaUrco","PucaUrco",-2.332791729,-71.91668034,10,"Peru"
"4538","Andoas","Andoas",-2.902059307,-76.40247888,10,"Peru"
"4539","SoldadoBartra","SoldadoBartra",-2.516139711,-75.76660038,10,"Peru"
"4540","NuevoRocafuerte","NuevoRocafuerte",-0.932928854,-75.39998194,40,"Peru"
"4541","Requena","Requena",-5.069627259,-73.90999536,17097.5,"Peru"
"4542","Huanta","Huanta",-12.94961139,-74.25000045,15534.5,"Peru"
"4543","Coracora","Coracora",-15.01961424,-73.78997685,6433.5,"Peru"
"4544","ChinchaAlta","ChinchaAlta",-13.41960854,-76.13998845,138608,"Peru"
"4545","Jauja","Jauja",-11.79960407,-75.50002751,21057,"Peru"
"4546","Pativilca","Pativilca",-10.69961953,-77.79999048,22744,"Peru"
"4547","Chancay","Chancay",-11.55961871,-77.26997115,18601,"Peru"
"4548","Chilca","Chilca",-12.5196118,-76.73997766,6556,"Peru"
"4549","Chiclayo","Chiclayo",-6.762908916,-79.83658452,587083.5,"Peru"
"4550","Juliaca","Juliaca",-15.49999835,-70.13996708,234428,"Peru"
"4551","CerrodePasco","CerrodePasco",-10.69000771,-76.26998051,108071,"Peru"
"4552","Tarapoto","Tarapoto",-6.50995278,-76.47996769,936,"Peru"
"4553","Ayacucho","Ayacucho",-13.17502399,-74.2199506,153173.5,"Peru"
"4554","Callao","Callao",-12.07002684,-77.13496647,786231.5,"Peru"
"4555","Paita","Paita",-5.089987774,-81.12002039,47891.5,"Peru"
"4556","Talara","Talara",-4.579993063,-81.27998478,74760.5,"Peru"
"4557","Tumbes","Tumbes",-3.570028871,-80.45998316,105783,"Peru"
"4558","PuertoMaldonado","PuertoMaldonado",-12.60002033,-69.18333297,52349,"Peru"
"4559","Ilo","Ilo",-17.64002277,-71.34002303,53192,"Peru"
"4560","Moquegua","Moquegua",-17.18997272,-70.93999577,38610,"Peru"
"4561","Huaraz","Huaraz",-9.530026836,-77.53000696,74986.5,"Peru"
"4562","Cajamarca","Cajamarca",-7.150017071,-78.53002344,138832.5,"Peru"
"4563","Huanuco","Huanuco",-9.920028871,-76.24000818,153052,"Peru"
"4564","Pacasmayo","Pacasmayo",-7.400647767,-79.57060592,34223.5,"Peru"
"4565","Salaverry","Salaverry",-8.220029278,-78.98999536,7228,"Peru"
"4566","Gueppi","Gueppi",-0.116596254,-75.22996647,10,"Peru"
"4567","Contamana","Contamana",-7.340031312,-75.01997929,16403,"Peru"
"4568","Huancavelica","Huancavelica",-12.79003457,-74.99000696,42982,"Peru"
"4569","Pisco","Pisco",-13.71003009,-76.21998356,71538,"Peru"
"4570","Nasca","Nasca",-14.83001341,-74.94001001,23387,"Peru"
"4571","Piura","Piura",-5.210032126,-80.62997278,361199,"Peru"
"4572","Arequipa","Arequipa",-16.41999388,-71.53001144,775785,"Peru"
"4573","Chimbote","Chimbote",-9.070003236,-78.56999516,333406,"Peru"
"4574","Pucallpa","Pucallpa",-8.368909079,-74.53499597,304917,"Peru"
"4575","Iquitos","Iquitos",-3.750017884,-73.25000981,448174.5,"Peru"
"4576","Huancayo","Huancayo",-12.08000039,-75.20001998,394695,"Peru"
"4577","Cusco","Cusco",-13.52502846,-71.97215499,336661,"Peru"
"4578","Tacna","Tacna",-18.00000079,-70.25001205,261042.5,"Peru"
"4579","Ica","Ica",-14.06799274,-75.72549178,263132,"Peru"
"4580","Lima","Lima",-12.04801268,-77.05006209,7385117,"Peru"
"4581","Cadiz","Cadiz",10.95874839,123.3085868,206105,"Philippines"
"4582","Pagadian","Pagadian",7.852968973,123.5070243,159590,"Philippines"
"4583","Ozamis","Ozamis",8.146206888,123.8444197,95444,"Philippines"
"4584","Tarlac","Tarlac",15.48379519,120.5833785,183930,"Philippines"
"4585","Cabanatuan","Cabanatuan",15.50208864,120.9617016,220250,"Philippines"
"4586","Olongapo","Olongapo",14.82957155,120.2827767,265829,"Philippines"
"4587","Dagupan","Dagupan",16.04789512,120.3408093,163676,"Philippines"
"4588","SanPablo","SanPablo",14.06956626,121.3226098,224203.5,"Philippines"
"4589","QuezonCity","QuezonCity",14.6504352,121.0299662,2761720,"Philippines"
"4590","PasayCity","PasayCity",14.5504413,120.9999939,403064,"Philippines"
"4591","Iligan","Iligan",8.171244119,124.2153531,464599,"Philippines"
"4592","Ormac","Ormac",11.0642975,124.6075256,129964.5,"Philippines"
"4593","Tacloban","Tacloban",11.25043601,125.0000081,234548,"Philippines"
"4594","Butuan","Butuan",8.949542866,125.5435925,190557,"Philippines"
"4595","Tagum","Tagum",7.382144998,125.8016646,6726,"Philippines"
"4596","Surigao","Surigao",9.784298115,125.4888155,64983,"Philippines"
"4597","Gingoog","Gingoog",8.830377013,125.1299743,218,"Philippines"
"4598","Legazpi","Legazpi",13.16998293,123.7500069,320081,"Philippines"
"4599","Tuguegarao","Tuguegarao",17.61309674,121.7268746,115105,"Philippines"
"4600","Vigan","Vigan",17.57472699,120.3869047,48545,"Philippines"
"4601","Bacolod","Bacolod",10.63168825,122.9816817,730587,"Philippines"
"4602","Roxas","Roxas",11.58527346,122.7511014,91880.5,"Philippines"
"4603","PuertoPrincesa","PuertoPrincesa",9.754267783,118.744384,147882,"Philippines"
"4604","Naga","Naga",13.61915448,123.1813594,458283,"Philippines"
"4605","Angeles","Angeles",15.14505617,120.5450862,314493,"Philippines"
"4606","Batangas","Batangas",13.78167686,121.021698,330939,"Philippines"
"4607","Cotabato","Cotabato",7.216909606,124.2484261,229476,"Philippines"
"4608","Calbayog","Calbayog",12.06718203,124.6041666,55015,"Philippines"
"4609","CagayandeOro","CagayandeOro",8.450839456,124.6852986,861824.5,"Philippines"
"4610","Zamboanga","Zamboanga",6.919976826,122.0800313,615311.5,"Philippines"
"4611","Laoag","Laoag",18.1988491,120.5936104,154576.5,"Philippines"
"4612","BaguioCity","BaguioCity",16.42999066,120.5699426,360269,"Philippines"
"4613","GeneralSantos","GeneralSantos",6.110827249,125.1747261,744308,"Philippines"
"4614","Cebu","Cebu",10.31997601,123.9000752,806817,"Philippines"
"4615","Iloilo","Iloilo",10.70504295,122.5450158,387681,"Philippines"
"4616","Davao","Davao",7.110016906,125.6299955,1307252,"Philippines"
"4617","Manila","Manila",14.60415895,120.9822172,7088787.5,"Philippines"
"4618","Olsztyn","Olsztyn",53.80003522,20.48003129,179236.5,"Poland"
"4619","Elblag","Elblag",54.18995974,19.40268103,124332,"Poland"
"4620","Inowroclaw","Inowroclaw",52.77994244,18.24998653,78302,"Poland"
"4621","Bytom","Bytom",50.35003908,18.90999792,425716.5,"Poland"
"4622","Opole","Opole",50.68497988,17.93134965,129544,"Poland"
"4623","Koszalin","Koszalin",54.2,16.1833333,107450,"Poland"
"4624","Elk","Elk",53.83370241,22.34999467,51312.5,"Poland"
"4625","Gdynia","Gdynia",54.52037884,18.53002112,284197,"Poland"
"4626","Wroclaw","Wroclaw",51.11043194,17.03000932,622471,"Poland"
"4627","Szczecin","Szczecin",53.42039431,14.53000688,390241.5,"Poland"
"4628","ZielonaGora","ZielonaGora",51.95040651,15.50002519,113865.5,"Poland"
"4629","Poznan","Poznan",52.4057534,16.89993974,597174.5,"Poland"
"4630","Grudziadz","Grudziadz",53.48039064,18.75000769,100964.5,"Poland"
"4631","Bydgoszcz","Bydgoszcz",53.12041262,18.01000118,366222,"Poland"
"4632","Katowice","Katowice",50.26038047,19.02001705,1527362,"Poland"
"4633","Gliwice","Gliwice",50.3303762,18.67001257,353252.5,"Poland"
